Number Of Animals (sum),Gear Code,Stat Area,Species Code,Batch Year,Date of Landing (MM/DD)
105,04,24530,430 Coho Salmon,2016,07/26
248,04,24530,430 Coho Salmon,2016,07/28
258,04,24530,430 Coho Salmon,2016,07/29
176,04,24530,430 Coho Salmon,2016,07/30
46,04,24530,430 Coho Salmon,2016,07/31
199,04,24530,430 Coho Salmon,2016,08/01
278,04,24530,430 Coho Salmon,2016,08/02
450,04,24530,430 Coho Salmon,2016,08/04
78,04,24530,430 Coho Salmon,2016,08/06
139,04,24530,430 Coho Salmon,2016,08/07
43,04,24530,430 Coho Salmon,2016,08/08
37,04,24530,430 Coho Salmon,2016,08/11
129,04,24530,430 Coho Salmon,2016,08/15
1,04,24530,430 Coho Salmon,2017,07/06
23,04,24530,430 Coho Salmon,2017,07/10
23,04,24530,430 Coho Salmon,2017,07/11
21,04,24530,430 Coho Salmon,2017,07/13
35,04,24530,430 Coho Salmon,2017,07/14
45,04,24530,430 Coho Salmon,2017,07/15
47,04,24530,430 Coho Salmon,2017,07/16
55,04,24530,430 Coho Salmon,2017,07/17
26,04,24530,430 Coho Salmon,2017,07/18
115,04,24530,430 Coho Salmon,2017,07/20
57,04,24530,430 Coho Salmon,2017,07/21
46,04,24530,430 Coho Salmon,2017,07/22
127,04,24530,430 Coho Salmon,2017,07/23
90,04,24530,430 Coho Salmon,2017,07/24
54,04,24530,430 Coho Salmon,2017,07/25
163,04,24530,430 Coho Salmon,2017,07/27
294,04,24530,430 Coho Salmon,2017,07/28
559,04,24530,430 Coho Salmon,2017,07/29
868,04,24530,430 Coho Salmon,2017,07/30
424,04,24530,430 Coho Salmon,2017,07/31
381,04,24530,430 Coho Salmon,2017,08/01
354,04,24530,430 Coho Salmon,2017,08/03
551,04,24530,430 Coho Salmon,2017,08/04
379,04,24530,430 Coho Salmon,2017,08/05
1100,04,24530,430 Coho Salmon,2017,08/06
473,04,24530,430 Coho Salmon,2017,08/07
83,04,24530,430 Coho Salmon,2017,08/10
70,04,24530,430 Coho Salmon,2017,08/14
3,04,24530,430 Coho Salmon,2018,06/28
1,04,24530,430 Coho Salmon,2018,07/02
6,04,24530,430 Coho Salmon,2018,07/03
11,04,24530,430 Coho Salmon,2018,07/05
28,04,24530,430 Coho Salmon,2018,07/07
22,04,24530,430 Coho Salmon,2018,07/08
42,04,24530,430 Coho Salmon,2018,07/09
20,04,24530,430 Coho Salmon,2018,07/10
67,04,24530,430 Coho Salmon,2018,07/12
93,04,24530,430 Coho Salmon,2018,07/13
197,04,24530,430 Coho Salmon,2018,07/14
143,04,24530,430 Coho Salmon,2018,07/15
172,04,24530,430 Coho Salmon,2018,07/16
208,04,24530,430 Coho Salmon,2018,07/17
258,04,24530,430 Coho Salmon,2018,07/19
295,04,24530,430 Coho Salmon,2018,07/20
426,04,24530,430 Coho Salmon,2018,07/21
164,04,24530,430 Coho Salmon,2018,07/22
538,04,24530,430 Coho Salmon,2018,07/23
351,04,24530,430 Coho Salmon,2018,07/24
649,04,24530,430 Coho Salmon,2018,07/26
728,04,24530,430 Coho Salmon,2018,07/27
361,04,24530,430 Coho Salmon,2018,07/28
1124,04,24530,430 Coho Salmon,2018,07/29
893,04,24530,430 Coho Salmon,2018,07/30
636,04,24530,430 Coho Salmon,2018,07/31
885,04,24530,430 Coho Salmon,2018,08/02
1078,04,24530,430 Coho Salmon,2018,08/03
779,04,24530,430 Coho Salmon,2018,08/04
512,04,24530,430 Coho Salmon,2018,08/05
338,04,24530,430 Coho Salmon,2018,08/06
61,04,24530,430 Coho Salmon,2018,08/07
216,04,24530,430 Coho Salmon,2018,08/09
62,04,24530,430 Coho Salmon,2018,08/10
8,04,24530,430 Coho Salmon,2019,07/04
8,04,24530,430 Coho Salmon,2019,07/05
74,04,24530,430 Coho Salmon,2019,07/08
3,04,24530,430 Coho Salmon,2019,07/09
40,04,24530,430 Coho Salmon,2019,07/11
22,04,24530,430 Coho Salmon,2019,07/12
64,04,24530,430 Coho Salmon,2019,07/13
112,04,24530,430 Coho Salmon,2019,07/14
54,04,24530,430 Coho Salmon,2019,07/15
139,04,24530,430 Coho Salmon,2019,07/16
116,04,24530,430 Coho Salmon,2019,07/18
245,04,24530,430 Coho Salmon,2019,07/19
92,04,24530,430 Coho Salmon,2019,07/20
162,04,24530,430 Coho Salmon,2019,07/21
92,04,24530,430 Coho Salmon,2019,07/22
188,04,24530,430 Coho Salmon,2019,07/23
122,04,24530,430 Coho Salmon,2019,07/25
225,04,24530,430 Coho Salmon,2019,07/26
115,04,24530,430 Coho Salmon,2019,07/27
185,04,24530,430 Coho Salmon,2019,07/28
163,04,24530,430 Coho Salmon,2019,07/29
461,04,24530,430 Coho Salmon,2019,07/30
103,04,24530,430 Coho Salmon,2019,08/01
300,04,24530,430 Coho Salmon,2019,08/02
50,04,24530,430 Coho Salmon,2019,08/03
43,04,24530,430 Coho Salmon,2019,08/04
134,04,24530,430 Coho Salmon,2019,08/05
265,04,24530,430 Coho Salmon,2019,08/06
269,04,24530,430 Coho Salmon,2019,08/08
153,04,24530,430 Coho Salmon,2019,08/09
69,04,24530,430 Coho Salmon,2019,08/12
114,04,24530,430 Coho Salmon,2019,08/15
4,04,24530,430 Coho Salmon,2020,07/06
4,04,24530,430 Coho Salmon,2020,07/07
12,04,24530,430 Coho Salmon,2020,07/09
1,04,24530,430 Coho Salmon,2020,07/10
45,04,24530,430 Coho Salmon,2020,07/13
46,04,24530,430 Coho Salmon,2020,07/14
59,04,24530,430 Coho Salmon,2020,07/16
21,04,24530,430 Coho Salmon,2020,07/17
61,04,24530,430 Coho Salmon,2020,07/18
69,04,24530,430 Coho Salmon,2020,07/19
220,04,24530,430 Coho Salmon,2020,07/20
19,04,24530,430 Coho Salmon,2020,07/21
164,04,24530,430 Coho Salmon,2020,07/23
82,04,24530,430 Coho Salmon,2020,07/24
551,04,24530,430 Coho Salmon,2020,07/25
207,04,24530,430 Coho Salmon,2020,07/26
511,04,24530,430 Coho Salmon,2020,07/27
173,04,24530,430 Coho Salmon,2020,07/28
602,04,24530,430 Coho Salmon,2020,07/30
234,04,24530,430 Coho Salmon,2020,07/31
693,04,24530,430 Coho Salmon,2020,08/01
414,04,24530,430 Coho Salmon,2020,08/02
611,04,24530,430 Coho Salmon,2020,08/03
287,04,24530,430 Coho Salmon,2020,08/04
304,04,24530,430 Coho Salmon,2020,08/06
128,04,24530,430 Coho Salmon,2020,08/07
92,04,24530,430 Coho Salmon,2020,08/13
1,04,24530,430 Coho Salmon,2021,06/28
6,04,24530,430 Coho Salmon,2021,07/05
2,04,24530,430 Coho Salmon,2021,07/08
21,04,24530,430 Coho Salmon,2021,07/12
63,04,24530,430 Coho Salmon,2021,07/15
97,04,24530,430 Coho Salmon,2021,07/19
204,04,24530,430 Coho Salmon,2021,07/22
397,04,24530,430 Coho Salmon,2021,07/26
613,04,24530,430 Coho Salmon,2021,07/29
1070,04,24530,430 Coho Salmon,2021,08/02
841,04,24530,430 Coho Salmon,2021,08/05
41,04,24530,430 Coho Salmon,2021,08/09
32,04,24530,430 Coho Salmon,2021,08/12
1,04,24530,430 Coho Salmon,2022,07/04
1,04,24530,430 Coho Salmon,2022,07/07
3,04,24530,430 Coho Salmon,2022,07/09
9,04,24530,430 Coho Salmon,2022,07/11
3,04,24530,430 Coho Salmon,2022,07/12
5,04,24530,430 Coho Salmon,2022,07/14
5,04,24530,430 Coho Salmon,2022,07/15
10,04,24530,430 Coho Salmon,2022,07/16
6,04,24530,430 Coho Salmon,2022,07/17
14,04,24530,430 Coho Salmon,2022,07/18
5,04,24530,430 Coho Salmon,2022,07/19
38,04,24530,430 Coho Salmon,2022,07/21
20,04,24530,430 Coho Salmon,2022,07/22
84,04,24530,430 Coho Salmon,2022,07/23
44,04,24530,430 Coho Salmon,2022,07/24
83,04,24530,430 Coho Salmon,2022,07/25
5,04,24530,430 Coho Salmon,2022,07/26
82,04,24530,430 Coho Salmon,2022,07/28
204,04,24530,430 Coho Salmon,2022,07/29
154,04,24530,430 Coho Salmon,2022,07/30
93,04,24530,430 Coho Salmon,2022,07/31
172,04,24530,430 Coho Salmon,2022,08/01
61,04,24530,430 Coho Salmon,2022,08/02
380,04,24530,430 Coho Salmon,2022,08/04
15,04,24530,430 Coho Salmon,2022,08/05
96,04,24530,430 Coho Salmon,2022,08/06
5,04,24530,430 Coho Salmon,2023,07/06
14,04,24530,430 Coho Salmon,2023,07/10
67,04,24530,430 Coho Salmon,2023,07/13
47,04,24530,430 Coho Salmon,2023,07/15
143,04,24530,430 Coho Salmon,2023,07/17
125,04,24530,430 Coho Salmon,2023,07/20
115,04,24530,430 Coho Salmon,2023,07/22
158,04,24530,430 Coho Salmon,2023,07/24
259,04,24530,430 Coho Salmon,2023,07/27
391,04,24530,430 Coho Salmon,2023,07/29
303,04,24530,430 Coho Salmon,2023,07/31
52,04,24530,430 Coho Salmon,2023,08/03
1,04,24530,430 Coho Salmon,2024,07/06
1,04,24530,430 Coho Salmon,2024,07/08
3,04,24530,430 Coho Salmon,2024,07/12
1,04,24530,430 Coho Salmon,2024,07/13
4,04,24530,430 Coho Salmon,2024,07/15
1,04,24530,430 Coho Salmon,2024,07/16
8,04,24530,430 Coho Salmon,2024,07/19
10,04,24530,430 Coho Salmon,2024,07/20
7,04,24530,430 Coho Salmon,2024,07/22
5,04,24530,430 Coho Salmon,2024,07/23
85,04,24530,430 Coho Salmon,2024,07/26
12,04,24530,430 Coho Salmon,2024,07/27
114,04,24530,430 Coho Salmon,2024,07/28
142,04,24530,430 Coho Salmon,2024,07/29
108,04,24530,430 Coho Salmon,2024,08/01
26,04,24530,430 Coho Salmon,2024,08/03
29,04,24530,430 Coho Salmon,2024,08/05
1,04,24540,430 Coho Salmon,2006,07/10
1,04,24540,430 Coho Salmon,2006,07/13
1,04,24540,430 Coho Salmon,2006,07/17
5,04,24540,430 Coho Salmon,2006,07/29
23,04,24540,430 Coho Salmon,2008,07/11
147,04,24540,430 Coho Salmon,2008,07/15
85,04,24540,430 Coho Salmon,2008,07/17
18,04,24540,430 Coho Salmon,2008,07/21
256,04,24540,430 Coho Salmon,2008,07/28
147,04,24540,430 Coho Salmon,2010,07/22
1,04,24540,430 Coho Salmon,2015,07/06
2,04,24540,430 Coho Salmon,2015,07/20
3,04,24540,430 Coho Salmon,2016,07/14
36,04,24540,430 Coho Salmon,2016,07/22
7,04,24540,430 Coho Salmon,2016,07/25
85,04,24540,430 Coho Salmon,2016,07/28
215,04,24540,430 Coho Salmon,2016,08/01
164,04,24540,430 Coho Salmon,2016,08/04
124,04,24540,430 Coho Salmon,2016,08/09
71,04,24540,430 Coho Salmon,2016,08/11
6,04,24550,430 Coho Salmon,2005,07/14
10,04,24550,430 Coho Salmon,2005,07/18
47,04,24550,430 Coho Salmon,2005,07/21
378,04,24550,430 Coho Salmon,2005,07/28
160,04,24550,430 Coho Salmon,2005,08/01
208,04,24550,430 Coho Salmon,2005,08/04
323,04,24550,430 Coho Salmon,2005,08/11
526,04,24550,430 Coho Salmon,2005,08/15
467,04,24550,430 Coho Salmon,2005,08/18
267,04,24550,430 Coho Salmon,2005,08/22
120,04,24550,430 Coho Salmon,2005,08/25
4,04,24550,430 Coho Salmon,2006,07/06
22,04,24550,430 Coho Salmon,2006,07/10
20,04,24550,430 Coho Salmon,2006,07/13
151,04,24550,430 Coho Salmon,2006,07/17
92,04,24550,430 Coho Salmon,2006,07/20
46,04,24550,430 Coho Salmon,2006,07/24
562,04,24550,430 Coho Salmon,2006,07/27
486,04,24550,430 Coho Salmon,2006,07/31
69,04,24550,430 Coho Salmon,2006,08/04
686,04,24550,430 Coho Salmon,2006,08/07
436,04,24550,430 Coho Salmon,2006,08/10
409,04,24550,430 Coho Salmon,2006,08/14
201,04,24550,430 Coho Salmon,2006,08/17
252,04,24550,430 Coho Salmon,2006,08/21
86,04,24550,430 Coho Salmon,2006,08/28
1,04,24550,430 Coho Salmon,2007,06/28
5,04,24550,430 Coho Salmon,2007,07/02
3,04,24550,430 Coho Salmon,2007,07/05
17,04,24550,430 Coho Salmon,2007,07/12
10,04,24550,430 Coho Salmon,2007,07/16
53,04,24550,430 Coho Salmon,2007,07/19
66,04,24550,430 Coho Salmon,2007,07/23
126,04,24550,430 Coho Salmon,2007,07/26
44,04,24550,430 Coho Salmon,2007,07/30
369,04,24550,430 Coho Salmon,2007,08/02
184,04,24550,430 Coho Salmon,2007,08/06
144,04,24550,430 Coho Salmon,2007,08/09
244,04,24550,430 Coho Salmon,2007,08/13
242,04,24550,430 Coho Salmon,2007,08/16
77,04,24550,430 Coho Salmon,2007,08/23
125,04,24550,430 Coho Salmon,2007,08/27
247,04,24550,430 Coho Salmon,2008,07/31
406,04,24550,430 Coho Salmon,2008,08/04
299,04,24550,430 Coho Salmon,2008,08/07
447,04,24550,430 Coho Salmon,2008,08/11
2,04,24550,430 Coho Salmon,2009,07/13
21,04,24550,430 Coho Salmon,2009,07/16
51,04,24550,430 Coho Salmon,2009,07/20
56,04,24550,430 Coho Salmon,2009,07/23
173,04,24550,430 Coho Salmon,2009,07/27
198,04,24550,430 Coho Salmon,2009,07/30
448,04,24550,430 Coho Salmon,2009,08/03
301,04,24550,430 Coho Salmon,2009,08/06
498,04,24550,430 Coho Salmon,2009,08/10
72,04,24550,430 Coho Salmon,2009,08/13
192,04,24550,430 Coho Salmon,2009,08/17
317,04,24550,430 Coho Salmon,2009,08/20
28,04,24550,430 Coho Salmon,2009,08/24
25,04,24550,430 Coho Salmon,2010,07/12
51,04,24550,430 Coho Salmon,2010,07/19
445,04,24550,430 Coho Salmon,2010,07/22
54,04,24550,430 Coho Salmon,2010,07/26
189,04,24550,430 Coho Salmon,2010,07/29
228,04,24550,430 Coho Salmon,2010,08/02
211,04,24550,430 Coho Salmon,2010,08/05
157,04,24550,430 Coho Salmon,2010,08/09
445,04,24550,430 Coho Salmon,2010,08/12
115,04,24550,430 Coho Salmon,2010,08/16
136,04,24550,430 Coho Salmon,2010,08/19
46,04,24550,430 Coho Salmon,2010,08/23
1,04,24550,430 Coho Salmon,2011,07/14
1,04,24550,430 Coho Salmon,2011,07/18
43,04,24550,430 Coho Salmon,2011,07/21
58,04,24550,430 Coho Salmon,2011,07/25
38,04,24550,430 Coho Salmon,2011,07/28
66,04,24550,430 Coho Salmon,2011,08/01
42,04,24550,430 Coho Salmon,2011,08/04
108,04,24550,430 Coho Salmon,2011,08/08
246,04,24550,430 Coho Salmon,2011,08/11
209,04,24550,430 Coho Salmon,2011,08/15
70,04,24550,430 Coho Salmon,2011,08/22
26,04,24550,430 Coho Salmon,2012,07/16
10,04,24550,430 Coho Salmon,2012,07/19
43,04,24550,430 Coho Salmon,2012,07/23
178,04,24550,430 Coho Salmon,2012,07/26
85,04,24550,430 Coho Salmon,2012,07/30
35,04,24550,430 Coho Salmon,2012,08/02
381,04,24550,430 Coho Salmon,2012,08/06
290,04,24550,430 Coho Salmon,2012,08/09
281,04,24550,430 Coho Salmon,2012,08/13
241,04,24550,430 Coho Salmon,2012,08/16
341,04,24550,430 Coho Salmon,2012,08/20
4,04,24550,430 Coho Salmon,2013,07/08
6,04,24550,430 Coho Salmon,2013,07/11
5,04,24550,430 Coho Salmon,2013,07/15
26,04,24550,430 Coho Salmon,2013,07/18
73,04,24550,430 Coho Salmon,2013,07/22
72,04,24550,430 Coho Salmon,2013,07/25
221,04,24550,430 Coho Salmon,2013,07/29
145,04,24550,430 Coho Salmon,2013,08/01
569,04,24550,430 Coho Salmon,2013,08/05
221,04,24550,430 Coho Salmon,2013,08/08
213,04,24550,430 Coho Salmon,2013,08/12
6,04,24550,430 Coho Salmon,2014,07/14
8,04,24550,430 Coho Salmon,2014,07/17
54,04,24550,430 Coho Salmon,2014,07/21
32,04,24550,430 Coho Salmon,2014,07/24
90,04,24550,430 Coho Salmon,2014,07/28
83,04,24550,430 Coho Salmon,2014,07/31
269,04,24550,430 Coho Salmon,2014,08/04
69,04,24550,430 Coho Salmon,2014,08/07
173,04,24550,430 Coho Salmon,2014,08/11
1,04,24550,430 Coho Salmon,2015,07/06
2,04,24550,430 Coho Salmon,2015,07/09
1,04,24550,430 Coho Salmon,2015,07/13
36,04,24550,430 Coho Salmon,2015,07/20
13,04,24550,430 Coho Salmon,2015,07/23
64,04,24550,430 Coho Salmon,2015,07/27
109,04,24550,430 Coho Salmon,2015,07/30
122,04,24550,430 Coho Salmon,2015,08/03
126,04,24550,430 Coho Salmon,2015,08/06
189,04,24550,430 Coho Salmon,2015,08/10
88,04,24550,430 Coho Salmon,2015,08/13
145,04,24550,430 Coho Salmon,2015,08/17
77,04,24550,430 Coho Salmon,2015,08/20
1,04,24550,430 Coho Salmon,2016,07/04
11,04,24550,430 Coho Salmon,2016,07/12
6,04,24550,430 Coho Salmon,2016,07/14
124,04,24550,430 Coho Salmon,2016,07/18
37,04,24550,430 Coho Salmon,2016,07/22
13,04,24550,430 Coho Salmon,2016,07/25
48,04,24550,430 Coho Salmon,2016,07/28
163,04,24550,430 Coho Salmon,2016,08/01
48,04,24550,430 Coho Salmon,2016,08/04
48,04,24550,430 Coho Salmon,2016,08/11
279,04,24550,430 Coho Salmon,2016,08/16
1,04,24550,430 Coho Salmon,2017,07/14
10,04,24550,430 Coho Salmon,2017,07/18
6,04,24550,430 Coho Salmon,2017,07/20
5,04,24550,430 Coho Salmon,2017,07/24
70,04,24550,430 Coho Salmon,2017,07/28
91,04,24550,430 Coho Salmon,2017,07/31
229,04,24550,430 Coho Salmon,2017,08/04
1074,04,24550,430 Coho Salmon,2017,08/08
97,04,24550,430 Coho Salmon,2017,08/10
935,04,24550,430 Coho Salmon,2017,08/11
986,04,24550,430 Coho Salmon,2017,08/14
11,04,24550,430 Coho Salmon,2018,07/09
27,04,24550,430 Coho Salmon,2018,07/12
80,04,24550,430 Coho Salmon,2018,07/16
84,04,24550,430 Coho Salmon,2018,07/19
179,04,24550,430 Coho Salmon,2018,07/23
943,04,24550,430 Coho Salmon,2018,07/26
862,04,24550,430 Coho Salmon,2018,07/30
791,04,24550,430 Coho Salmon,2018,08/02
446,04,24550,430 Coho Salmon,2018,08/06
449,04,24550,430 Coho Salmon,2018,08/09
186,04,24550,430 Coho Salmon,2018,08/16
79,04,24550,430 Coho Salmon,2018,08/20
1,04,24550,430 Coho Salmon,2019,07/01
1,04,24550,430 Coho Salmon,2019,07/04
5,04,24550,430 Coho Salmon,2019,07/08
25,04,24550,430 Coho Salmon,2019,07/11
82,04,24550,430 Coho Salmon,2019,07/18
136,04,24550,430 Coho Salmon,2019,07/22
76,04,24550,430 Coho Salmon,2019,07/25
132,04,24550,430 Coho Salmon,2019,07/29
205,04,24550,430 Coho Salmon,2019,08/01
175,04,24550,430 Coho Salmon,2019,08/05
285,04,24550,430 Coho Salmon,2019,08/08
184,04,24550,430 Coho Salmon,2019,08/12
371,04,24550,430 Coho Salmon,2019,08/15
112,04,24550,430 Coho Salmon,2019,08/19
2,04,24550,430 Coho Salmon,2020,07/06
1,04,24550,430 Coho Salmon,2020,07/09
3,04,24550,430 Coho Salmon,2020,07/13
8,04,24550,430 Coho Salmon,2020,07/17
44,04,24550,430 Coho Salmon,2020,07/21
269,04,24550,430 Coho Salmon,2020,07/23
159,04,24550,430 Coho Salmon,2020,07/27
569,04,24550,430 Coho Salmon,2020,07/30
874,04,24550,430 Coho Salmon,2020,08/03
380,04,24550,430 Coho Salmon,2020,08/06
638,04,24550,430 Coho Salmon,2020,08/10
504,04,24550,430 Coho Salmon,2020,08/13
643,04,24550,430 Coho Salmon,2020,08/18
752,04,24550,430 Coho Salmon,2020,08/21
1,04,24550,430 Coho Salmon,2021,07/01
1,04,24550,430 Coho Salmon,2021,07/08
15,04,24550,430 Coho Salmon,2021,07/12
59,04,24550,430 Coho Salmon,2021,07/15
35,04,24550,430 Coho Salmon,2021,07/19
93,04,24550,430 Coho Salmon,2021,07/22
157,04,24550,430 Coho Salmon,2021,07/26
73,04,24550,430 Coho Salmon,2021,07/29
401,04,24550,430 Coho Salmon,2021,08/02
356,04,24550,430 Coho Salmon,2021,08/05
445,04,24550,430 Coho Salmon,2021,08/09
327,04,24550,430 Coho Salmon,2021,08/12
132,04,24550,430 Coho Salmon,2021,08/16
156,04,24550,430 Coho Salmon,2021,08/20
29,04,24550,430 Coho Salmon,2021,08/23
1,04,24550,430 Coho Salmon,2022,07/21
22,04,24550,430 Coho Salmon,2022,07/26
105,04,24550,430 Coho Salmon,2022,07/28
125,04,24550,430 Coho Salmon,2022,08/01
92,04,24550,430 Coho Salmon,2022,08/04
186,04,24550,430 Coho Salmon,2022,08/12
240,04,24550,430 Coho Salmon,2022,08/15
22,04,24550,430 Coho Salmon,2022,08/18
6,04,24550,430 Coho Salmon,2023,07/10
16,04,24550,430 Coho Salmon,2023,07/13
15,04,24550,430 Coho Salmon,2023,07/17
2,04,24550,430 Coho Salmon,2023,07/20
13,04,24550,430 Coho Salmon,2023,07/24
32,04,24550,430 Coho Salmon,2023,07/27
79,04,24550,430 Coho Salmon,2023,07/31
46,04,24550,430 Coho Salmon,2023,08/03
61,04,24550,430 Coho Salmon,2023,08/07
71,04,24550,430 Coho Salmon,2023,08/11
88,04,24550,430 Coho Salmon,2023,08/14
84,04,24550,430 Coho Salmon,2023,08/17
61,04,24550,430 Coho Salmon,2023,08/21
2,04,24550,430 Coho Salmon,2024,07/11
3,04,24550,430 Coho Salmon,2024,07/22
15,04,24550,430 Coho Salmon,2024,07/25
15,04,24550,430 Coho Salmon,2024,07/29
13,04,24550,430 Coho Salmon,2024,08/03
55,04,24550,430 Coho Salmon,2024,08/05
52,04,24550,430 Coho Salmon,2024,08/12
256,04,24555,430 Coho Salmon,2005,08/08
187,04,24555,430 Coho Salmon,2005,08/11
3,04,24555,430 Coho Salmon,2006,06/21
4,04,24555,430 Coho Salmon,2006,06/23
197,04,24555,430 Coho Salmon,2006,07/31
353,04,24555,430 Coho Salmon,2006,08/07
268,04,24555,430 Coho Salmon,2007,07/19
185,04,24555,430 Coho Salmon,2007,07/23
629,04,24555,430 Coho Salmon,2007,07/26
125,04,24555,430 Coho Salmon,2007,07/30
1,04,24555,430 Coho Salmon,2009,07/06
368,04,24555,430 Coho Salmon,2009,08/03
303,04,24555,430 Coho Salmon,2009,08/06
17,04,24555,430 Coho Salmon,2013,07/15
21,04,24555,430 Coho Salmon,2013,07/22
200,04,24555,430 Coho Salmon,2016,07/22
215,04,24555,430 Coho Salmon,2016,07/25
228,04,24555,430 Coho Salmon,2016,07/28
67,04,24555,430 Coho Salmon,2017,07/18
115,04,24555,430 Coho Salmon,2017,07/22
215,04,24555,430 Coho Salmon,2019,07/18
160,04,24555,430 Coho Salmon,2019,07/22
2,04,24555,430 Coho Salmon,2020,07/10
8,04,24555,430 Coho Salmon,2020,07/14
56,04,24555,430 Coho Salmon,2020,07/17
65,04,24555,430 Coho Salmon,2020,07/20
256,04,24555,430 Coho Salmon,2020,07/21
69,04,24555,430 Coho Salmon,2020,07/23
210,04,24555,430 Coho Salmon,2020,07/24
95,04,24555,430 Coho Salmon,2020,07/28
237,04,24555,430 Coho Salmon,2020,07/30
861,04,24555,430 Coho Salmon,2020,08/04
140,04,24555,430 Coho Salmon,2020,08/06
35,04,24555,430 Coho Salmon,2020,08/07
168,04,24555,430 Coho Salmon,2020,08/08
73,04,24555,430 Coho Salmon,2020,08/10
228,04,24555,430 Coho Salmon,2020,08/11
115,04,24555,430 Coho Salmon,2020,08/14
27,04,24555,430 Coho Salmon,2020,08/22
84,04,24555,430 Coho Salmon,2020,08/25
67,04,24555,430 Coho Salmon,2020,09/05
119,04,24555,430 Coho Salmon,2020,09/11
295,04,24555,430 Coho Salmon,2021,08/03
45,04,24555,430 Coho Salmon,2021,08/05
297,04,24555,430 Coho Salmon,2021,08/06
224,04,24555,430 Coho Salmon,2021,08/09
47,04,24555,430 Coho Salmon,2021,08/12
21,04,24555,430 Coho Salmon,2021,08/13
89,04,24555,430 Coho Salmon,2022,07/28
171,04,24555,430 Coho Salmon,2022,08/01
80,04,24555,430 Coho Salmon,2023,07/31
126,04,24555,430 Coho Salmon,2023,08/07
20,04,24555,430 Coho Salmon,2024,07/23
54,04,24555,430 Coho Salmon,2024,07/25
42,04,24560,430 Coho Salmon,2005,07/18
56,04,24560,430 Coho Salmon,2005,07/21
58,04,24560,430 Coho Salmon,2005,07/25
135,04,24560,430 Coho Salmon,2006,07/24
341,04,24560,430 Coho Salmon,2006,07/27
234,04,24560,430 Coho Salmon,2006,07/31
12,04,24560,430 Coho Salmon,2007,07/23
132,04,24560,430 Coho Salmon,2007,07/26
21,04,24560,430 Coho Salmon,2008,07/24
153,04,24560,430 Coho Salmon,2008,07/28
12,04,24560,430 Coho Salmon,2009,07/16
41,04,24560,430 Coho Salmon,2009,07/20
83,04,24560,430 Coho Salmon,2009,07/23
192,04,24560,430 Coho Salmon,2009,07/27
21,04,24560,430 Coho Salmon,2010,07/19
270,04,24560,430 Coho Salmon,2010,07/22
121,04,24560,430 Coho Salmon,2010,07/26
31,04,24560,430 Coho Salmon,2011,07/18
59,04,24560,430 Coho Salmon,2011,07/21
99,04,24560,430 Coho Salmon,2011,07/25
94,04,24560,430 Coho Salmon,2011,07/28
27,04,24560,430 Coho Salmon,2012,07/16
19,04,24560,430 Coho Salmon,2012,07/19
63,04,24560,430 Coho Salmon,2012,07/23
91,04,24560,430 Coho Salmon,2012,07/26
105,04,24560,430 Coho Salmon,2013,07/22
63,04,24560,430 Coho Salmon,2014,07/21
103,04,24560,430 Coho Salmon,2014,07/24
214,04,24560,430 Coho Salmon,2014,07/28
121,04,24560,430 Coho Salmon,2015,07/20
245,04,24560,430 Coho Salmon,2015,07/23
306,04,24560,430 Coho Salmon,2015,07/27
166,04,24560,430 Coho Salmon,2015,07/30
10,04,24560,430 Coho Salmon,2016,07/18
64,04,24560,430 Coho Salmon,2016,07/21
135,04,24560,430 Coho Salmon,2016,07/25
66,04,24560,430 Coho Salmon,2016,07/28
43,04,24560,430 Coho Salmon,2017,07/17
97,04,24560,430 Coho Salmon,2017,07/20
198,04,24560,430 Coho Salmon,2017,07/27
318,04,24560,430 Coho Salmon,2017,07/31
295,04,24560,430 Coho Salmon,2017,08/03
43,04,24560,430 Coho Salmon,2018,07/19
255,04,24560,430 Coho Salmon,2018,07/20
342,04,24560,430 Coho Salmon,2018,07/23
908,04,24560,430 Coho Salmon,2018,07/26
380,04,24560,430 Coho Salmon,2018,07/27
266,04,24560,430 Coho Salmon,2018,07/30
74,04,24560,430 Coho Salmon,2018,07/31
699,04,24560,430 Coho Salmon,2018,08/02
62,04,24560,430 Coho Salmon,2018,08/24
43,04,24560,430 Coho Salmon,2018,08/28
76,04,24560,430 Coho Salmon,2019,07/22
207,04,24560,430 Coho Salmon,2019,07/25
149,04,24560,430 Coho Salmon,2019,07/29
262,04,24560,430 Coho Salmon,2019,08/05
205,04,24560,430 Coho Salmon,2019,08/06
72,04,24560,430 Coho Salmon,2019,08/08
121,04,24560,430 Coho Salmon,2019,08/13
108,04,24560,430 Coho Salmon,2019,08/20
66,04,24560,430 Coho Salmon,2019,08/27
40,04,24560,430 Coho Salmon,2020,07/16
31,04,24560,430 Coho Salmon,2020,07/20
16,04,24560,430 Coho Salmon,2020,07/23
88,04,24560,430 Coho Salmon,2020,07/24
126,04,24560,430 Coho Salmon,2020,07/27
91,04,24560,430 Coho Salmon,2020,07/28
428,04,24560,430 Coho Salmon,2020,07/30
656,04,24560,430 Coho Salmon,2020,07/31
414,04,24560,430 Coho Salmon,2020,08/03
1,04,24560,430 Coho Salmon,2020,08/04
169,04,24560,430 Coho Salmon,2020,08/06
147,04,24560,430 Coho Salmon,2020,08/07
186,04,24560,430 Coho Salmon,2020,08/10
